Time,Object,Event
969.1583708532838,Antwerp,Antwerp has 148 batteries left.
970.0022377105811,ship.5,Ship has loaded 25 batteries from Duisburg
970.0022377105811,Duisburg,Duisburg has 65 batteries left.
970.4125178253066,ship.29,loaded 50 containers as cargo in Antwerp
971.6625178253066,ship.29,Ship has loaded 25 batteries from Antwerp
971.6625178253066,Antwerp,Antwerp has 123 batteries left.
971.8792247820153,ship.11,loaded 94 containers as cargo in Strasbourg
973.1292247820153,ship.11,Ship has loaded 25 batteries from Strasbourg
973.1292247820153,Strasbourg,Strasbourg has 59 batteries left.
978.281492669477,ship.0,loaded 81 containers as cargo in Paris
979.4405453953498,ship.21,loaded 92 containers as cargo in Velsen
979.531492669477,ship.0,Ship has loaded 25 batteries from Paris
979.531492669477,Paris,Paris has 35 batteries left.
980.5842718552782,ship.16,loaded 77 containers as cargo in Rotterdam
980.6905453953498,ship.21,Ship has loaded 25 batteries from Velsen
980.6905453953498,Velsen,Velsen has 60 batteries left.
981.8342718552782,ship.16,Ship has loaded 25 batteries from Rotterdam
981.8342718552782,Rotterdam,Rotterdam has 102 batteries left.
982.2445780998648,ship.13,loaded 85 containers as cargo in Amsterdam
983.0791844919733,ship.29,loaded 56 containers as cargo in Dordrecht
983.4945780998648,ship.13,Ship has loaded 25 batteries from Amsterdam
983.4945780998648,Amsterdam,Amsterdam has 55 batteries left.
983.8521238837592,ship.25,loaded 76 containers as cargo in Rotterdam
984.3291844919733,ship.29,Ship has loaded 25 batteries from Dordrecht
984.3291844919733,Dordrecht,Dordrecht has 55 batteries left.
985.1021238837592,ship.25,Ship has loaded 25 batteries from Rotterdam
985.1021238837592,Rotterdam,Rotterdam has 77 batteries left.
985.5803984348718,ship.17,loaded 58 containers as cargo in Ludwigshafen
986.8303984348718,ship.17,Ship has loaded 25 batteries from Ludwigshafen
986.8303984348718,Ludwigshafen,Ludwigshafen has 84 batteries left.
988.7148608415393,ship.3,loaded 58 containers as cargo in Amsterdam
989.0422089180706,ship.28,loaded 67 containers as cargo in Antwerp
989.2599128927824,ship.15,loaded 84 containers as cargo in Duisburg
989.9648608415393,ship.3,Ship has loaded 25 batteries from Amsterdam
989.9648608415393,Amsterdam,Amsterdam has 80 batteries left.
990.2922089180706,ship.28,Ship has loaded 25 batteries from Antwerp
990.2922089180706,Antwerp,Antwerp has 128 batteries left.
990.5099128927824,ship.15,Ship has loaded 25 batteries from Duisburg
990.5099128927824,Duisburg,Duisburg has 90 batteries left.
991.4136841816993,ship.18,loaded 54 containers as cargo in Duisburg
991.6417041866172,ship.4,loaded 65 containers as cargo in Amsterdam
992.5009385219449,ship.16,loaded 54 containers as cargo in Moerdijk
992.6636841816993,ship.18,Ship has loaded 25 batteries from Duisburg
992.6636841816993,Duisburg,Duisburg has 65 batteries left.
992.8917041866172,ship.4,Ship has loaded 25 batteries from Amsterdam
992.8917041866172,Amsterdam,Amsterdam has 76 batteries left.
993.7509385219449,ship.16,Ship has loaded 25 batteries from Moerdijk
993.7509385219449,Moerdijk,Moerdijk has 35 batteries left.
995.2854626101754,ship.24,loaded 71 containers as cargo in Amsterdam
995.494836913549,ship.1,loaded 94 containers as cargo in Sittard
996.5354626101754,ship.24,Ship has loaded 25 batteries from Amsterdam
996.5354626101754,Amsterdam,Amsterdam has 51 batteries left.
996.744836913549,ship.1,Ship has loaded 25 batteries from Sittard
996.744836913549,Sittard,Sittard has 80 batteries left.
998.7028271837643,ship.14,loaded 82 containers as cargo in Rotterdam
999.0769536922224,ship.2,loaded 85 containers as cargo in Mannheim
999.9528271837643,ship.14,Ship has loaded 25 batteries from Rotterdam
999.9528271837643,Rotterdam,Rotterdam has 77 batteries left.
1000.3269536922224,ship.2,Ship has loaded 25 batteries from Mannheim
1000.3269536922224,Mannheim,Mannheim has 61 batteries left.
1005.0235949525124,ship.8,loaded 77 containers as cargo in Velsen
1005.7625178253065,ship.29,loaded 73 containers as cargo in Duisburg
1006.2735949525124,ship.8,Ship has loaded 25 batteries from Velsen
1006.2735949525124,Velsen,Velsen has 60 batteries left.
1007.0125178253065,ship.29,Ship has loaded 25 batteries from Duisburg
1007.0125178253065,Duisburg,Duisburg has 85 batteries left.
1008.5474596996427,ship.20,loaded 74 containers as cargo in Dordrecht
1008.8676051886116,ship.16,loaded 86 containers as cargo in Amsterdam
1009.4687905504258,ship.25,loaded 73 containers as cargo in Duisburg
1009.5234388593159,ship.23,loaded 83 containers as cargo in Ludwigshafen
1009.7974596996427,ship.20,Ship has loaded 25 batteries from Dordrecht
1009.7974596996427,Dordrecht,Dordrecht has 55 batteries left.
1010.0669555210297,ship.12,loaded 70 containers as cargo in Antwerp
1010.1176051886116,ship.16,Ship has loaded 25 batteries from Amsterdam
1010.1176051886116,Amsterdam,Amsterdam has 80 batteries left.
1010.7187905504258,ship.25,Ship has loaded 25 batteries from Duisburg
1010.7187905504258,Duisburg,Duisburg has 60 batteries left.
1010.7734388593159,ship.23,Ship has loaded 25 batteries from Ludwigshafen
1010.7734388593159,Ludwigshafen,Ludwigshafen has 85 batteries left.
1011.3169555210297,ship.12,Ship has loaded 25 batteries from Antwerp
1011.3169555210297,Antwerp,Antwerp has 153 batteries left.
1011.849130927547,ship.22,loaded 81 containers as cargo in Amsterdam
1012.3615466180396,ship.10,loaded 53 containers as cargo in Antwerp
1013.099130927547,ship.22,Ship has loaded 25 batteries from Amsterdam
1013.099130927547,Amsterdam,Amsterdam has 55 batteries left.
1013.6115466180396,ship.10,Ship has loaded 25 batteries from Antwerp
1013.6115466180396,Antwerp,Antwerp has 128 batteries left.
1016.026579559449,ship.15,loaded 88 containers as cargo in Rotterdam
1017.276579559449,ship.15,Ship has loaded 25 batteries from Rotterdam
1017.276579559449,Rotterdam,Rotterdam has 77 batteries left.
1019.0748360547477,ship.13,loaded 50 containers as cargo in Moerdijk
1019.3999411390072,ship.19,loaded 78 containers as cargo in Vlissingen
1020.0552007011768,ship.6,loaded 74 containers as cargo in Duisburg
1020.3248360547477,ship.13,Ship has loaded 25 batteries from Moerdijk
1020.3248360547477,Moerdijk,Moerdijk has 35 batteries left.
1020.6499411390072,ship.19,Ship has loaded 25 batteries from Vlissingen
1020.6499411390072,Vlissingen,Vlissingen has 60 batteries left.
1021.3052007011768,ship.6,Ship has loaded 25 batteries from Duisburg
1021.3052007011768,Duisburg,Duisburg has 65 batteries left.
1021.8470175150327,ship.18,loaded 90 containers as cargo in Vlissingen
1023.0970175150327,ship.18,Ship has loaded 25 batteries from Vlissingen
1023.0970175150327,Vlissingen,Vlissingen has 35 batteries left.
1024.9354626101754,ship.24,loaded 88 containers as cargo in Cologne
1025.5676051886117,ship.16,loaded 98 containers as cargo in Rotterdam
1026.1854626101754,ship.24,Ship has loaded 25 batteries from Cologne
1026.1854626101754,Cologne,Cologne has 75 batteries left.
1026.8176051886117,ship.16,Ship has loaded 25 batteries from Rotterdam
1026.8176051886117,Rotterdam,Rotterdam has 112 batteries left.
1027.0002888543631,ship.12,loaded 72 containers as cargo in Rotterdam
1028.2502888543631,ship.12,Ship has loaded 25 batteries from Rotterdam
1028.2502888543631,Rotterdam,Rotterdam has 87 batteries left.
1029.9792247820153,ship.11,loaded 66 containers as cargo in Rotterdam
1031.2292247820153,ship.11,Ship has loaded 25 batteries from Rotterdam
1031.2292247820153,Rotterdam,Rotterdam has 62 batteries left.
1033.9711779382258,ship.27,loaded 55 containers as cargo in Mannheim
1034.0791844919734,ship.29,loaded 74 containers as cargo in Liege
1035.2211779382258,ship.27,Ship has loaded 25 batteries from Mannheim
1035.2211779382258,Mannheim,Mannheim has 58 batteries left.
1035.3291844919734,ship.29,Ship has loaded 25 batteries from Liege
1035.3291844919734,Liege,Liege has 77 batteries left.
1037.2354572170925,ship.25,loaded 63 containers as cargo in Liege
1037.7803984348718,ship.17,loaded 80 containers as cargo in Antwerp
1038.4854572170925,ship.25,Ship has loaded 25 batteries from Liege
1038.4854572170925,Liege,Liege has 52 batteries left.
1038.5367000574745,ship.26,loaded 66 containers as cargo in Amsterdam
1039.0303984348718,ship.17,Ship has loaded 25 batteries from Antwerp
1039.0303984348718,Antwerp,Antwerp has 128 batteries left.
1039.7528478461204,ship.9,loaded 79 containers as cargo in Duisburg
1039.7867000574745,ship.26,Ship has loaded 25 batteries from Amsterdam
1039.7867000574745,Amsterdam,Amsterdam has 55 batteries left.
1041.0028478461204,ship.9,Ship has loaded 25 batteries from Duisburg
1041.0028478461204,Duisburg,Duisburg has 65 batteries left.
1046.1125581153485,ship.11,loaded 60 containers as cargo in Antwerp
1046.5079390257542,ship.7,loaded 75 containers as cargo in Ludwigshafen
1047.3625581153485,ship.11,Ship has loaded 25 batteries from Antwerp
1047.3625581153485,Antwerp,Antwerp has 128 batteries left.
1047.7579390257542,ship.7,Ship has loaded 25 batteries from Ludwigshafen
1047.7579390257542,Ludwigshafen,Ludwigshafen has 83 batteries left.
1047.9874441383288,ship.5,loaded 86 containers as cargo in Rotterdam
1049.2374441383288,ship.5,Ship has loaded 25 batteries from Rotterdam
1049.2374441383288,Rotterdam,Rotterdam has 77 batteries left.
1050.0746111231335,ship.21,loaded 50 containers as cargo in Antwerp
1051.3246111231335,ship.21,Ship has loaded 25 batteries from Antwerp
1051.3246111231335,Antwerp,Antwerp has 128 batteries left.
1052.4303508483658,ship.18,loaded 57 containers as cargo in Duisburg
1053.6803508483658,ship.18,Ship has loaded 25 batteries from Duisburg
1053.6803508483658,Duisburg,Duisburg has 65 batteries left.
1055.1354572170926,ship.25,loaded 65 containers as cargo in Antwerp
1056.3854572170926,ship.25,Ship has loaded 25 batteries from Antwerp
1056.3854572170926,Antwerp,Antwerp has 147 batteries left.
1056.856628469386,ship.14,loaded 68 containers as cargo in Amsterdam
1058.106628469386,ship.14,Ship has loaded 25 batteries from Amsterdam
1058.106628469386,Amsterdam,Amsterdam has 80 batteries left.
1058.7687959435088,ship.24,loaded 64 containers as cargo in Antwerp
1059.3091268773755,ship.2,loaded 81 containers as cargo in Amsterdam
1060.0187959435088,ship.24,Ship has loaded 25 batteries from Antwerp
1060.0187959435088,Antwerp,Antwerp has 122 batteries left.
1060.3877019171387,ship.10,loaded 96 containers as cargo in Vlissingen
1060.5591268773755,ship.2,Ship has loaded 25 batteries from Amsterdam
1060.5591268773755,Amsterdam,Amsterdam has 55 batteries left.
1061.6377019171387,ship.10,Ship has loaded 25 batteries from Vlissingen
1061.6377019171387,Vlissingen,Vlissingen has 35 batteries left.
1061.8062353832463,ship.20,loaded 85 containers as cargo in Duisburg
1063.0562353832463,ship.20,Ship has loaded 25 batteries from Duisburg
1063.0562353832463,Duisburg,Duisburg has 65 batteries left.
1067.1081693880813,ship.13,loaded 98 containers as cargo in Ludwigshafen
1068.1593622735131,ship.0,loaded 98 containers as cargo in Antwerp
1068.3581693880813,ship.13,Ship has loaded 25 batteries from Ludwigshafen
1068.3581693880813,Ludwigshafen,Ludwigshafen has 85 batteries left.
1068.8803984348717,ship.17,loaded 92 containers as cargo in Duisburg
1068.964306684134,ship.3,loaded 98 containers as cargo in Rotterdam
1069.36574609817,ship.8,loaded 82 containers as cargo in Vlissingen
1069.4093622735131,ship.0,Ship has loaded 25 batteries from Antwerp
1069.4093622735131,Antwerp,Antwerp has 129 batteries left.
1070.1303984348717,ship.17,Ship has loaded 25 batteries from Duisburg
1070.1303984348717,Duisburg,Duisburg has 73 batteries left.
1070.214306684134,ship.3,Ship has loaded 25 batteries from Rotterdam
1070.214306684134,Rotterdam,Rotterdam has 127 batteries left.
1070.61574609817,ship.8,Ship has loaded 25 batteries from Vlissingen
1070.61574609817,Vlissingen,Vlissingen has 35 batteries left.
1072.556628469386,ship.14,loaded 96 containers as cargo in Rotterdam
1072.7045106719609,ship.26,loaded 91 containers as cargo in Rotterdam
1073.806628469386,ship.14,Ship has loaded 25 batteries from Rotterdam
1073.806628469386,Rotterdam,Rotterdam has 123 batteries left.
1073.823438859316,ship.23,loaded 81 containers as cargo in Duisburg
1073.9545106719609,ship.26,Ship has loaded 25 batteries from Rotterdam
1073.9545106719609,Rotterdam,Rotterdam has 98 batteries left.
1075.073438859316,ship.23,Ship has loaded 25 batteries from Duisburg
1075.073438859316,Duisburg,Duisburg has 48 batteries left.
1076.9345612839898,ship.15,loaded 67 containers as cargo in Terneuzen
1077.0043685838054,ship.10,loaded 93 containers as cargo in Antwerp
1077.7219190250446,ship.1,loaded 85 containers as cargo in Rotterdam
1078.1845612839898,ship.15,Ship has loaded 25 batteries from Terneuzen
1078.1845612839898,Terneuzen,Terneuzen has 40 batteries left.
1078.2543685838054,ship.10,Ship has loaded 25 batteries from Antwerp
1078.2543685838054,Antwerp,Antwerp has 129 batteries left.
1078.9719190250446,ship.1,Ship has loaded 25 batteries from Rotterdam
1078.9719190250446,Rotterdam,Rotterdam has 87 batteries left.
1080.1211779382259,ship.27,loaded 54 containers as cargo in Rotterdam
1081.3711779382259,ship.27,Ship has loaded 25 batteries from Rotterdam
1081.3711779382259,Rotterdam,Rotterdam has 62 batteries left.
1081.957944456467,ship.21,loaded 63 containers as cargo in Cologne
1083.207944456467,ship.21,Ship has loaded 25 batteries from Cologne
1083.207944456467,Cologne,Cologne has 75 batteries left.
1084.6324127648365,ship.8,loaded 80 containers as cargo in Antwerp
1085.8824127648365,ship.8,Ship has loaded 25 batteries from Antwerp
1085.8824127648365,Antwerp,Antwerp has 173 batteries left.
1086.5976400174675,ship.3,loaded 58 containers as cargo in Antwerp
1087.8476400174675,ship.3,Ship has loaded 25 batteries from Antwerp
1087.8476400174675,Antwerp,Antwerp has 148 batteries left.
1088.6660147134207,ship.22,loaded 79 containers as cargo in Antwerp
1089.9160147134207,ship.22,Ship has loaded 25 batteries from Antwerp
1089.9160147134207,Antwerp,Antwerp has 123 batteries left.
1090.4182021817824,ship.28,loaded 79 containers as cargo in Rotterdam
1091.6682021817824,ship.28,Ship has loaded 25 batteries from Rotterdam
1091.6682021817824,Rotterdam,Rotterdam has 77 batteries left.
1094.0303984348716,ship.17,loaded 85 containers as cargo in Amsterdam
1094.4387479335298,ship.19,loaded 99 containers as cargo in Duisburg
1095.2803984348716,ship.17,Ship has loaded 25 batteries from Amsterdam
1095.2803984348716,Amsterdam,Amsterdam has 55 batteries left.
1095.6887479335298,ship.19,Ship has loaded 25 batteries from Duisburg
1095.6887479335298,Duisburg,Duisburg has 84 batteries left.
1098.0292247820153,ship.11,loaded 75 containers as cargo in Mannheim
1098.3211773386276,ship.26,loaded 58 containers as cargo in Duisburg
1099.2792247820153,ship.11,Ship has loaded 25 batteries from Mannheim
1099.2792247820153,Mannheim,Mannheim has 56 batteries left.
1099.5711773386276,ship.26,Ship has loaded 25 batteries from Duisburg
1099.5711773386276,Duisburg,Duisburg has 59 batteries left.
1099.974605692421,ship.7,loaded 91 containers as cargo in Liege
1100.0528478461204,ship.9,loaded 77 containers as cargo in Paris
1100.6079903579873,ship.18,loaded 81 containers as cargo in Amsterdam
1101.224605692421,ship.7,Ship has loaded 25 batteries from Liege
1101.224605692421,Liege,Liege has 58 batteries left.
1101.3028478461204,ship.9,Ship has loaded 25 batteries from Paris
1101.3028478461204,Paris,Paris has 35 batteries left.
1101.641006945179,ship.15,loaded 58 containers as cargo in Rotterdam
1101.8579903579873,ship.18,Ship has loaded 25 batteries from Amsterdam
1101.8579903579873,Amsterdam,Amsterdam has 55 batteries left.
1102.891006945179,ship.15,Ship has loaded 25 batteries from Rotterdam
1102.891006945179,Rotterdam,Rotterdam has 77 batteries left.
1103.9378446048927,ship.27,loaded 59 containers as cargo in Duisburg
1104.0455233885396,ship.16,loaded 76 containers as cargo in Antwerp
1105.1878446048927,ship.27,Ship has loaded 25 batteries from Duisburg
1105.1878446048927,Duisburg,Duisburg has 84 batteries left.
1105.2955233885396,ship.16,Ship has loaded 25 batteries from Antwerp
1105.2955233885396,Antwerp,Antwerp has 152 batteries left.
1105.4385856917113,ship.1,loaded 58 containers as cargo in Neuss
1106.6885856917113,ship.1,Ship has loaded 25 batteries from Neuss
1106.6885856917113,Neuss,Neuss has 50 batteries left.
1107.7043685838055,ship.10,loaded 71 containers as cargo in Duisburg
1107.8015355151156,ship.28,loaded 72 containers as cargo in Antwerp
1108.9543685838055,ship.10,Ship has loaded 25 batteries from Duisburg
1108.9543685838055,Duisburg,Duisburg has 59 batteries left.
1109.0515355151156,ship.28,Ship has loaded 25 batteries from Antwerp
1109.0515355151156,Antwerp,Antwerp has 127 batteries left.
1112.54095655197,ship.2,loaded 51 containers as cargo in Rotterdam
1113.79095655197,ship.2,Ship has loaded 25 batteries from Rotterdam
1113.79095655197,Rotterdam,Rotterdam has 102 batteries left.
1114.0257893600226,ship.4,loaded 74 containers as cargo in Rotterdam
1115.0324127648366,ship.8,loaded 78 containers as cargo in Duisburg
1115.2757893600226,ship.4,Ship has loaded 25 batteries from Rotterdam
1115.2757893600226,Rotterdam,Rotterdam has 77 batteries left.
1115.8423654556602,ship.12,loaded 54 containers as cargo in Cologne
1116.0976400174675,ship.3,loaded 82 containers as cargo in Duisburg
1116.2824127648366,ship.8,Ship has loaded 25 batteries from Duisburg
1116.2824127648366,Duisburg,Duisburg has 90 batteries left.
1117.0923654556602,ship.12,Ship has loaded 25 batteries from Cologne
1117.0923654556602,Cologne,Cologne has 75 batteries left.
1117.3476400174675,ship.3,Ship has loaded 25 batteries from Duisburg
1117.3476400174675,Duisburg,Duisburg has 65 batteries left.
1119.8576736118457,ship.15,loaded 51 containers as cargo in Vlissingen
1121.1076736118457,ship.15,Ship has loaded 25 batteries from Vlissingen
1121.1076736118457,Vlissingen,Vlissingen has 35 batteries left.
1121.5518034611396,ship.5,loaded 94 containers as cargo in Ludwigshafen
1122.0378440052946,ship.26,loaded 53 containers as cargo in Rotterdam
1122.8018034611396,ship.5,Ship has loaded 25 batteries from Ludwigshafen
1122.8018034611396,Ludwigshafen,Ludwigshafen has 86 batteries left.
1122.8970651015384,ship.17,loaded 93 containers as cargo in Neuss
1123.2878440052946,ship.26,Ship has loaded 25 batteries from Rotterdam
1123.2878440052946,Rotterdam,Rotterdam has 77 batteries left.
1124.1470651015384,ship.17,Ship has loaded 25 batteries from Neuss
1124.1470651015384,Neuss,Neuss has 50 batteries left.
1124.230344637559,ship.29,loaded 89 containers as cargo in Amsterdam
1125.480344637559,ship.29,Ship has loaded 25 batteries from Amsterdam
1125.480344637559,Amsterdam,Amsterdam has 55 batteries left.
1127.9545112715596,ship.27,loaded 58 containers as cargo in Rotterdam
1128.0498446141394,ship.24,loaded 80 containers as cargo in Rotterdam
1129.0475884181499,ship.6,loaded 75 containers as cargo in Paris
1129.2045112715596,ship.27,Ship has loaded 25 batteries from Rotterdam
1129.2045112715596,Rotterdam,Rotterdam has 127 batteries left.
1129.2998446141394,ship.24,Ship has loaded 25 batteries from Rotterdam
1129.2998446141394,Rotterdam,Rotterdam has 102 batteries left.
1130.2975884181499,ship.6,Ship has loaded 25 batteries from Paris
1130.2975884181499,Paris,Paris has 35 batteries left.
1130.3369259484675,ship.16,loaded 63 containers as cargo in Rotterdam
1131.5869259484675,ship.16,Ship has loaded 25 batteries from Rotterdam
1131.5869259484675,Rotterdam,Rotterdam has 102 batteries left.
1132.239312375495,ship.0,loaded 51 containers as cargo in Rotterdam
1132.3576232186367,ship.2,loaded 90 containers as cargo in Vlissingen
1132.8243402785124,ship.15,loaded 65 containers as cargo in Antwerp
1133.489312375495,ship.0,Ship has loaded 25 batteries from Rotterdam
1133.489312375495,Rotterdam,Rotterdam has 77 batteries left.
1133.6076232186367,ship.2,Ship has loaded 25 batteries from Vlissingen
1133.6076232186367,Vlissingen,Vlissingen has 35 batteries left.
1134.0743402785124,ship.15,Ship has loaded 25 batteries from Antwerp
1134.0743402785124,Antwerp,Antwerp has 147 batteries left.
1138.4043685838055,ship.10,loaded 93 containers as cargo in Antwerp
1138.893954212336,ship.25,loaded 78 containers as cargo in Duisburg
1139.6543685838055,ship.10,Ship has loaded 25 batteries from Antwerp
1139.6543685838055,Antwerp,Antwerp has 122 batteries left.
1140.143954212336,ship.25,Ship has loaded 25 batteries from Duisburg
1140.143954212336,Duisburg,Duisburg has 65 batteries left.
1140.916511280806,ship.24,loaded 70 containers as cargo in Moerdijk
1142.166511280806,ship.24,Ship has loaded 25 batteries from Moerdijk
1142.166511280806,Moerdijk,Moerdijk has 35 batteries left.
1143.587844604893,ship.27,loaded 58 containers as cargo in Antwerp
1144.485985526611,ship.14,loaded 83 containers as cargo in Antwerp
1144.837844604893,ship.27,Ship has loaded 25 batteries from Antwerp
1144.837844604893,Antwerp,Antwerp has 154 batteries left.
1145.6028478461203,ship.9,loaded 84 containers as cargo in Sittard
1145.735985526611,ship.14,Ship has loaded 25 batteries from Antwerp
1145.735985526611,Antwerp,Antwerp has 129 batteries left.
1146.8528478461203,ship.9,Ship has loaded 25 batteries from Sittard
1146.8528478461203,Sittard,Sittard has 80 batteries left.
1147.0993480467541,ship.22,loaded 81 containers as cargo in Karlsruhe
1147.6545106719614,ship.26,loaded 96 containers as cargo in Duisburg
1148.3493480467541,ship.22,Ship has loaded 25 batteries from Karlsruhe
1148.3493480467541,Karlsruhe,Karlsruhe has 85 batteries left.
1148.9045106719614,ship.26,Ship has loaded 25 batteries from Duisburg
1148.9045106719614,Duisburg,Duisburg has 65 batteries left.
1148.914306684134,ship.3,loaded 55 containers as cargo in Mannheim
1150.164306684134,ship.3,Ship has loaded 25 batteries from Mannheim
1150.164306684134,Mannheim,Mannheim has 58 batteries left.
1150.2535926151343,ship.16,loaded 80 containers as cargo in Vlissingen
1150.3076736118458,ship.15,loaded 88 containers as cargo in Rotterdam
1150.3137317682051,ship.17,loaded 56 containers as cargo in Amsterdam
1151.5035926151343,ship.16,Ship has loaded 25 batteries from Vlissingen
1151.5035926151343,Vlissingen,Vlissingen has 35 batteries left.
1151.5576736118458,ship.15,Ship has loaded 25 batteries from Rotterdam
1151.5576736118458,Rotterdam,Rotterdam has 77 batteries left.
1151.5637317682051,ship.17,Ship has loaded 25 batteries from Amsterdam
1151.5637317682051,Amsterdam,Amsterdam has 55 batteries left.
1151.5977563824918,ship.18,loaded 95 containers as cargo in Liege
1152.1857901088679,ship.20,loaded 52 containers as cargo in Antwerp
1152.8477563824918,ship.18,Ship has loaded 25 batteries from Liege
1152.8477563824918,Liege,Liege has 58 batteries left.
1153.4357901088679,ship.20,Ship has loaded 25 batteries from Antwerp
1153.4357901088679,Antwerp,Antwerp has 129 batteries left.
1153.495891448682,ship.11,loaded 55 containers as cargo in Paris
1154.745891448682,ship.11,Ship has loaded 25 batteries from Paris
1154.745891448682,Paris,Paris has 35 batteries left.
1156.5576232186365,ship.2,loaded 92 containers as cargo in Amsterdam
1157.7138086743287,ship.4,loaded 77 containers as cargo in Antwerp
1157.8076232186365,ship.2,Ship has loaded 25 batteries from Amsterdam
1157.8076232186365,Amsterdam,Amsterdam has 55 batteries left.
1158.9638086743287,ship.4,Ship has loaded 25 batteries from Antwerp
1158.9638086743287,Antwerp,Antwerp has 129 batteries left.
1161.0711779382264,ship.27,loaded 95 containers as cargo in Rotterdam
1162.3211779382264,ship.27,Ship has loaded 25 batteries from Rotterdam
1162.3211779382264,Rotterdam,Rotterdam has 77 batteries left.
1164.6970651015383,ship.17,loaded 75 containers as cargo in Dordrecht
1165.9470651015383,ship.17,Ship has loaded 25 batteries from Dordrecht
1165.9470651015383,Dordrecht,Dordrecht has 55 batteries left.
1166.2097819087915,ship.21,loaded 79 containers as cargo in Duisburg
1166.5744823486853,ship.23,loaded 62 containers as cargo in Rotterdam
1167.169123442201,ship.20,loaded 51 containers as cargo in Rotterdam
1167.4597819087915,ship.21,Ship has loaded 25 batteries from Duisburg
1167.4597819087915,Duisburg,Duisburg has 65 batteries left.
1167.8244823486853,ship.23,Ship has loaded 25 batteries from Rotterdam
1167.8244823486853,Rotterdam,Rotterdam has 124 batteries left.
1168.419123442201,ship.20,Ship has loaded 25 batteries from Rotterdam
1168.419123442201,Rotterdam,Rotterdam has 99 batteries left.
1169.8702592818008,ship.16,loaded 57 containers as cargo in Rotterdam
1171.1202592818008,ship.16,Ship has loaded 25 batteries from Rotterdam
1171.1202592818008,Rotterdam,Rotterdam has 74 batteries left.
1171.3477563824918,ship.18,loaded 70 containers as cargo in Antwerp
1172.5977563824918,ship.18,Ship has loaded 25 batteries from Antwerp
1172.5977563824918,Antwerp,Antwerp has 130 batteries left.
1172.6276489464958,ship.13,loaded 85 containers as cargo in Vlissingen
1173.8776489464958,ship.13,Ship has loaded 25 batteries from Vlissingen
1173.8776489464958,Vlissingen,Vlissingen has 35 batteries left.
1174.4896844647371,ship.28,loaded 79 containers as cargo in Duisburg
1174.5045112715595,ship.27,loaded 97 containers as cargo in Dordrecht
1174.6205617144583,ship.8,loaded 55 containers as cargo in Amsterdam
1175.7396844647371,ship.28,Ship has loaded 25 batteries from Duisburg
1175.7396844647371,Duisburg,Duisburg has 90 batteries left.
1175.7545112715595,ship.27,Ship has loaded 25 batteries from Dordrecht
1175.7545112715595,Dordrecht,Dordrecht has 55 batteries left.
1175.8705617144583,ship.8,Ship has loaded 25 batteries from Amsterdam
1175.8705617144583,Amsterdam,Amsterdam has 76 batteries left.
1175.8859855266112,ship.14,loaded 95 containers as cargo in Duisburg
1177.1359855266112,ship.14,Ship has loaded 25 batteries from Duisburg
1177.1359855266112,Duisburg,Duisburg has 65 batteries left.
1178.1357901088675,ship.20,loaded 61 containers as cargo in Moerdijk
1178.4425297728812,ship.19,loaded 78 containers as cargo in Amsterdam
1179.3857901088675,ship.20,Ship has loaded 25 batteries from Moerdijk
1179.3857901088675,Moerdijk,Moerdijk has 35 batteries left.
1179.6226457088283,ship.0,loaded 60 containers as cargo in Paris
1179.6925297728812,ship.19,Ship has loaded 25 batteries from Amsterdam
1179.6925297728812,Amsterdam,Amsterdam has 51 batteries left.
1179.9141740284208,ship.7,loaded 67 containers as cargo in Antwerp
1180.1378440052947,ship.26,loaded 89 containers as cargo in Vlissingen
1180.8726457088283,ship.0,Ship has loaded 25 batteries from Paris
1180.8726457088283,Paris,Paris has 35 batteries left.
1181.0515288539455,ship.1,loaded 86 containers as cargo in Antwerp
1181.1641740284208,ship.7,Ship has loaded 25 batteries from Antwerp
1181.1641740284208,Antwerp,Antwerp has 156 batteries left.
1181.3878440052947,ship.26,Ship has loaded 25 batteries from Vlissingen
1181.3878440052947,Vlissingen,Vlissingen has 35 batteries left.
1181.709346199725,ship.24,loaded 73 containers as cargo in Liege
1182.3015288539455,ship.1,Ship has loaded 25 batteries from Antwerp
1182.3015288539455,Antwerp,Antwerp has 131 batteries left.
1182.959346199725,ship.24,Ship has loaded 25 batteries from Liege
1182.959346199725,Liege,Liege has 58 batteries left.
1187.2378446048926,ship.27,loaded 81 containers as cargo in Rotterdam
1187.9705617144582,ship.8,loaded 62 containers as cargo in Rotterdam
1188.4878446048926,ship.27,Ship has loaded 25 batteries from Rotterdam
1188.4878446048926,Rotterdam,Rotterdam has 102 batteries left.
1189.2205617144582,ship.8,Ship has loaded 25 batteries from Rotterdam
1189.2205617144582,Rotterdam,Rotterdam has 77 batteries left.
1191.9411490153518,ship.23,loaded 82 containers as cargo in Duisburg
1192.677648946496,ship.13,loaded 78 containers as cargo in Brussels
1192.921177338628,ship.26,loaded 86 containers as cargo in Terneuzen
1193.1911490153518,ship.23,Ship has loaded 25 batteries from Duisburg
1193.1911490153518,Duisburg,Duisburg has 90 batteries left.
1193.927648946496,ship.13,Ship has loaded 25 batteries from Brussels
1193.927648946496,Brussels,Brussels has 100 batteries left.
1194.171177338628,ship.26,Ship has loaded 25 batteries from Terneuzen
1194.171177338628,Terneuzen,Terneuzen has 40 batteries left.
1194.2907481284544,ship.10,loaded 68 containers as cargo in Duisburg
