Time,Object,Event
2868.546075303045,ship.18,Ship has loaded 25 batteries from Rotterdam
2868.546075303045,Rotterdam,Rotterdam has 100 batteries left.
2868.5774115574704,ship.16,loaded 66 containers as cargo in Karlsruhe
2869.2870722526604,ship.28,Ship has loaded 25 batteries from Duisburg
2869.2870722526604,Duisburg,Duisburg has 40 batteries left.
2869.8274115574704,ship.16,Ship has loaded 25 batteries from Karlsruhe
2869.8274115574704,Karlsruhe,Karlsruhe has 52 batteries left.
2870.9585481102135,ship.10,loaded 98 containers as cargo in Louviere
2871.9488100270264,ship.19,loaded 73 containers as cargo in Strasbourg
2872.2085481102135,ship.10,Ship has loaded 25 batteries from Louviere
2872.2085481102135,Louviere,Louviere has 55 batteries left.
2873.1988100270264,ship.19,Ship has loaded 25 batteries from Strasbourg
2873.1988100270264,Strasbourg,Strasbourg has 64 batteries left.
2874.1520541817745,ship.27,loaded 97 containers as cargo in Amsterdam
2875.0169143337034,ship.17,loaded 89 containers as cargo in Amsterdam
2875.4020541817745,ship.27,Ship has loaded 25 batteries from Amsterdam
2875.4020541817745,Amsterdam,Amsterdam has 55 batteries left.
2876.2669143337034,ship.17,Ship has loaded 25 batteries from Amsterdam
2876.2669143337034,Amsterdam,Amsterdam has 30 batteries left.
2877.5746298493973,ship.11,loaded 98 containers as cargo in Antwerp
2878.374425401291,ship.4,loaded 61 containers as cargo in Ludwigshafen
2878.55678494922,ship.5,loaded 99 containers as cargo in Liege
2878.8059569374054,ship.1,loaded 93 containers as cargo in Antwerp
2878.8246298493973,ship.11,Ship has loaded 25 batteries from Antwerp
2878.8246298493973,Antwerp,Antwerp has 91 batteries left.
2879.624425401291,ship.4,Ship has loaded 25 batteries from Ludwigshafen
2879.624425401291,Ludwigshafen,Ludwigshafen has 27 batteries left.
2879.80678494922,ship.5,Ship has loaded 25 batteries from Liege
2879.80678494922,Liege,Liege has 78 batteries left.
2880.0559569374054,ship.1,Ship has loaded 25 batteries from Antwerp
2880.0559569374054,Antwerp,Antwerp has 88 batteries left.
2883.2445773497607,ship.24,loaded 65 containers as cargo in Antwerp
2884.144078224137,ship.16,loaded 62 containers as cargo in Strasbourg
2884.199294834514,ship.12,loaded 71 containers as cargo in Rotterdam
2884.4945773497607,ship.24,Ship has loaded 25 batteries from Antwerp
2884.4945773497607,Antwerp,Antwerp has 83 batteries left.
2885.394078224137,ship.16,Ship has loaded 25 batteries from Strasbourg
2885.394078224137,Strasbourg,Strasbourg has 71 batteries left.
2885.449294834514,ship.12,Ship has loaded 25 batteries from Rotterdam
2885.449294834514,Rotterdam,Rotterdam has 125 batteries left.
2887.3057561068194,ship.25,loaded 89 containers as cargo in Rotterdam
2887.8915536297445,ship.26,loaded 97 containers as cargo in Antwerp
2888.5557561068194,ship.25,Ship has loaded 25 batteries from Rotterdam
2888.5557561068194,Rotterdam,Rotterdam has 121 batteries left.
2889.1415536297445,ship.26,Ship has loaded 25 batteries from Antwerp
2889.1415536297445,Antwerp,Antwerp has 58 batteries left.
2890.8164928972433,ship.14,loaded 87 containers as cargo in Brussels
2891.7255194450763,ship.6,loaded 68 containers as cargo in Rotterdam
2892.0664928972433,ship.14,Ship has loaded 25 batteries from Brussels
2892.0664928972433,Brussels,Brussels has 100 batteries left.
2892.9755194450763,ship.6,Ship has loaded 25 batteries from Rotterdam
2892.9755194450763,Rotterdam,Rotterdam has 96 batteries left.
2897.9726236040724,ship.1,loaded 95 containers as cargo in Louviere
2898.9704055859934,ship.28,loaded 60 containers as cargo in Vlissingen
2899.2226236040724,ship.1,Ship has loaded 25 batteries from Louviere
2899.2226236040724,Louviere,Louviere has 55 batteries left.
2899.6502476670366,ship.17,loaded 71 containers as cargo in Antwerp
2899.677910683094,ship.24,loaded 67 containers as cargo in Rotterdam
2900.2204055859934,ship.28,Ship has loaded 25 batteries from Vlissingen
2900.2204055859934,Vlissingen,Vlissingen has 35 batteries left.
2900.311160542373,ship.29,loaded 65 containers as cargo in Duisburg
2900.9002476670366,ship.17,Ship has loaded 25 batteries from Antwerp
2900.9002476670366,Antwerp,Antwerp has 91 batteries left.
2900.927910683094,ship.24,Ship has loaded 25 batteries from Rotterdam
2900.927910683094,Rotterdam,Rotterdam has 146 batteries left.
2901.2704873301595,ship.20,loaded 93 containers as cargo in Rotterdam
2901.332628167848,ship.12,loaded 75 containers as cargo in Antwerp
2901.561160542373,ship.29,Ship has loaded 25 batteries from Duisburg
2901.561160542373,Duisburg,Duisburg has 40 batteries left.
2902.5204873301595,ship.20,Ship has loaded 25 batteries from Rotterdam
2902.5204873301595,Rotterdam,Rotterdam has 121 batteries left.
2902.582628167848,ship.12,Ship has loaded 25 batteries from Antwerp
2902.582628167848,Antwerp,Antwerp has 66 batteries left.
2903.1520541817745,ship.27,loaded 61 containers as cargo in Louviere
2903.9734516158865,ship.5,loaded 62 containers as cargo in Rotterdam
2904.4020541817745,ship.27,Ship has loaded 25 batteries from Louviere
2904.4020541817745,Louviere,Louviere has 55 batteries left.
2905.2234516158865,ship.5,Ship has loaded 25 batteries from Rotterdam
2905.2234516158865,Rotterdam,Rotterdam has 96 batteries left.
2910.6116803952,ship.9,loaded 52 containers as cargo in Sittard
2911.68707225266,ship.28,loaded 51 containers as cargo in Antwerp
2911.8616803952,ship.9,Ship has loaded 25 batteries from Sittard
2911.8616803952,Sittard,Sittard has 78 batteries left.
2912.417109379123,ship.3,loaded 71 containers as cargo in Paris
2912.9079631827303,ship.11,loaded 84 containers as cargo in Cologne
2912.93707225266,ship.28,Ship has loaded 25 batteries from Antwerp
2912.93707225266,Antwerp,Antwerp has 87 batteries left.
2913.667109379123,ship.3,Ship has loaded 25 batteries from Paris
2913.667109379123,Paris,Paris has 60 batteries left.
2914.1579631827303,ship.11,Ship has loaded 25 batteries from Cologne
2914.1579631827303,Cologne,Cologne has 64 batteries left.
2916.8208078588623,ship.21,loaded 94 containers as cargo in Antwerp
2918.0708078588623,ship.21,Ship has loaded 25 batteries from Antwerp
2918.0708078588623,Antwerp,Antwerp has 91 batteries left.
2920.253820663493,ship.20,loaded 90 containers as cargo in Antwerp
2921.503820663493,ship.20,Ship has loaded 25 batteries from Antwerp
2921.503820663493,Antwerp,Antwerp has 66 batteries left.
2925.939828585432,ship.7,loaded 88 containers as cargo in Liege
2926.9910920679577,ship.4,loaded 92 containers as cargo in Amsterdam
2927.189828585432,ship.7,Ship has loaded 25 batteries from Liege
2927.189828585432,Liege,Liege has 78 batteries left.
2928.0704055859937,ship.28,loaded 80 containers as cargo in Rotterdam
2928.2410920679577,ship.4,Ship has loaded 25 batteries from Amsterdam
2928.2410920679577,Amsterdam,Amsterdam has 30 batteries left.
2929.3204055859937,ship.28,Ship has loaded 25 batteries from Rotterdam
2929.3204055859937,Rotterdam,Rotterdam has 100 batteries left.
2930.861160542373,ship.29,loaded 96 containers as cargo in Antwerp
2932.111160542373,ship.29,Ship has loaded 25 batteries from Antwerp
2932.111160542373,Antwerp,Antwerp has 66 batteries left.
2932.1121401750897,ship.23,loaded 56 containers as cargo in Amsterdam
2933.3621401750897,ship.23,Ship has loaded 25 batteries from Amsterdam
2933.3621401750897,Amsterdam,Amsterdam has 30 batteries left.
2937.3951478394115,ship.8,loaded 96 containers as cargo in Paris
2938.6451478394115,ship.8,Ship has loaded 25 batteries from Paris
2938.6451478394115,Paris,Paris has 60 batteries left.
2939.1020541817747,ship.27,loaded 88 containers as cargo in Duisburg
2939.6607448908035,ship.16,loaded 57 containers as cargo in Amsterdam
2940.3520541817747,ship.27,Ship has loaded 25 batteries from Duisburg
2940.3520541817747,Duisburg,Duisburg has 40 batteries left.
2940.9107448908035,ship.16,Ship has loaded 25 batteries from Amsterdam
2940.9107448908035,Amsterdam,Amsterdam has 55 batteries left.
2941.0593712409527,ship.10,loaded 56 containers as cargo in Rotterdam
2942.3093712409527,ship.10,Ship has loaded 25 batteries from Rotterdam
2942.3093712409527,Rotterdam,Rotterdam has 150 batteries left.
2942.600286264089,ship.13,loaded 60 containers as cargo in Rotterdam
2942.816320866824,ship.2,loaded 96 containers as cargo in Amsterdam
2942.9579631827305,ship.11,loaded 71 containers as cargo in Rotterdam
2943.850286264089,ship.13,Ship has loaded 25 batteries from Rotterdam
2943.850286264089,Rotterdam,Rotterdam has 125 batteries left.
2944.066320866824,ship.2,Ship has loaded 25 batteries from Amsterdam
2944.066320866824,Amsterdam,Amsterdam has 30 batteries left.
2944.2079631827305,ship.11,Ship has loaded 25 batteries from Rotterdam
2944.2079631827305,Rotterdam,Rotterdam has 100 batteries left.
2946.1587656936035,ship.18,loaded 72 containers as cargo in Duisburg
2947.4087656936035,ship.18,Ship has loaded 25 batteries from Duisburg
2947.4087656936035,Duisburg,Duisburg has 40 batteries left.
2948.8104842178104,ship.25,loaded 70 containers as cargo in Brussels
2950.0604842178104,ship.25,Ship has loaded 25 batteries from Brussels
2950.0604842178104,Brussels,Brussels has 100 batteries left.
2950.1454501857315,ship.0,loaded 77 containers as cargo in Louviere
2951.3954501857315,ship.0,Ship has loaded 25 batteries from Louviere
2951.3954501857315,Louviere,Louviere has 55 batteries left.
2952.1234516158866,ship.5,loaded 71 containers as cargo in Ludwigshafen
2953.1445773497608,ship.24,loaded 91 containers as cargo in Karlsruhe
2953.3734516158866,ship.5,Ship has loaded 25 batteries from Ludwigshafen
2953.3734516158866,Ludwigshafen,Ludwigshafen has 27 batteries left.
2954.3945773497608,ship.24,Ship has loaded 25 batteries from Karlsruhe
2954.3945773497608,Karlsruhe,Karlsruhe has 53 batteries left.
2955.8444938757066,ship.29,loaded 71 containers as cargo in Amsterdam
2957.0944938757066,ship.29,Ship has loaded 25 batteries from Amsterdam
2957.0944938757066,Amsterdam,Amsterdam has 30 batteries left.
2957.2128035672044,ship.22,loaded 67 containers as cargo in Rotterdam
2958.4628035672044,ship.22,Ship has loaded 25 batteries from Rotterdam
2958.4628035672044,Rotterdam,Rotterdam has 125 batteries left.
2959.966320866824,ship.2,loaded 97 containers as cargo in Rotterdam
2960.9912965160643,ship.11,loaded 93 containers as cargo in Antwerp
2961.216320866824,ship.2,Ship has loaded 25 batteries from Rotterdam
2961.216320866824,Rotterdam,Rotterdam has 125 batteries left.
2962.2412965160643,ship.11,Ship has loaded 25 batteries from Antwerp
2962.2412965160643,Antwerp,Antwerp has 66 batteries left.
2962.6782772726483,ship.19,loaded 56 containers as cargo in Rotterdam
2963.9282772726483,ship.19,Ship has loaded 25 batteries from Rotterdam
2963.9282772726483,Rotterdam,Rotterdam has 143 batteries left.
2964.1004427124562,ship.3,loaded 70 containers as cargo in Velsen
2965.3504427124562,ship.3,Ship has loaded 25 batteries from Velsen
2965.3504427124562,Velsen,Velsen has 35 batteries left.
2966.2187208484415,ship.27,loaded 91 containers as cargo in Rotterdam
2967.196773690316,ship.17,loaded 82 containers as cargo in Rotterdam
2967.212116852398,ship.0,loaded 69 containers as cargo in Antwerp
2967.294499380663,ship.26,loaded 82 containers as cargo in Liege
2967.4687208484415,ship.27,Ship has loaded 25 batteries from Rotterdam
2967.4687208484415,Rotterdam,Rotterdam has 154 batteries left.
2968.430228429673,ship.21,loaded 71 containers as cargo in Duisburg
2968.446773690316,ship.17,Ship has loaded 25 batteries from Rotterdam
2968.446773690316,Rotterdam,Rotterdam has 129 batteries left.
2968.462116852398,ship.0,Ship has loaded 25 batteries from Antwerp
2968.462116852398,Antwerp,Antwerp has 66 batteries left.
2968.4893744593255,ship.15,loaded 64 containers as cargo in Rotterdam
2968.544499380663,ship.26,Ship has loaded 25 batteries from Liege
2968.544499380663,Liege,Liege has 79 batteries left.
2969.576127355622,ship.14,loaded 87 containers as cargo in Vlissingen
2969.680228429673,ship.21,Ship has loaded 25 batteries from Duisburg
2969.680228429673,Duisburg,Duisburg has 40 batteries left.
2969.7393744593255,ship.15,Ship has loaded 25 batteries from Rotterdam
2969.7393744593255,Rotterdam,Rotterdam has 127 batteries left.
2969.8920990269366,ship.18,loaded 78 containers as cargo in Dordrecht
2970.826127355622,ship.14,Ship has loaded 25 batteries from Vlissingen
2970.826127355622,Vlissingen,Vlissingen has 35 batteries left.
2971.1420990269366,ship.18,Ship has loaded 25 batteries from Dordrecht
2971.1420990269366,Dordrecht,Dordrecht has 55 batteries left.
2971.544493875707,ship.29,loaded 93 containers as cargo in Rotterdam
2972.794493875707,ship.29,Ship has loaded 25 batteries from Rotterdam
2972.794493875707,Rotterdam,Rotterdam has 102 batteries left.
2973.6254170540906,ship.1,loaded 98 containers as cargo in Neuss
2973.746128726911,ship.12,loaded 97 containers as cargo in Rotterdam
2974.8754170540906,ship.1,Ship has loaded 25 batteries from Neuss
2974.8754170540906,Neuss,Neuss has 102 batteries left.
2974.996128726911,ship.12,Ship has loaded 25 batteries from Rotterdam
2974.996128726911,Rotterdam,Rotterdam has 77 batteries left.
2976.8618536313106,ship.6,loaded 84 containers as cargo in Neuss
2977.5496542001574,ship.2,loaded 58 containers as cargo in Antwerp
2978.1118536313106,ship.6,Ship has loaded 25 batteries from Neuss
2978.1118536313106,Neuss,Neuss has 77 batteries left.
2978.7996542001574,ship.2,Ship has loaded 25 batteries from Antwerp
2978.7996542001574,Antwerp,Antwerp has 66 batteries left.
2983.0540454238844,ship.9,loaded 87 containers as cargo in Amsterdam
2984.3040454238844,ship.9,Ship has loaded 25 batteries from Amsterdam
2984.3040454238844,Amsterdam,Amsterdam has 55 batteries left.
2986.1504427124564,ship.3,loaded 73 containers as cargo in Antwerp
2986.4444993806633,ship.26,loaded 71 containers as cargo in Antwerp
2986.5128035672046,ship.22,loaded 73 containers as cargo in Cologne
2987.1384964077206,ship.25,loaded 90 containers as cargo in Amsterdam
2987.4004427124564,ship.3,Ship has loaded 25 batteries from Antwerp
2987.4004427124564,Antwerp,Antwerp has 92 batteries left.
2987.6944993806633,ship.26,Ship has loaded 25 batteries from Antwerp
2987.6944993806633,Antwerp,Antwerp has 67 batteries left.
2987.7628035672046,ship.22,Ship has loaded 25 batteries from Cologne
2987.7628035672046,Cologne,Cologne has 64 batteries left.
2988.3884964077206,ship.25,Ship has loaded 25 batteries from Amsterdam
2988.3884964077206,Amsterdam,Amsterdam has 30 batteries left.
2988.663440356983,ship.17,loaded 92 containers as cargo in Vlissingen
2989.913440356983,ship.17,Ship has loaded 25 batteries from Vlissingen
2989.913440356983,Vlissingen,Vlissingen has 35 batteries left.
2990.67741155747,ship.16,loaded 64 containers as cargo in Karlsruhe
2991.92741155747,ship.16,Ship has loaded 25 batteries from Karlsruhe
2991.92741155747,Karlsruhe,Karlsruhe has 48 batteries left.
2997.5287835190647,ship.0,loaded 50 containers as cargo in Neuss
2998.4040454238843,ship.9,loaded 70 containers as cargo in Rotterdam
2998.7787835190647,ship.0,Ship has loaded 25 batteries from Neuss
2998.7787835190647,Neuss,Neuss has 79 batteries left.
2999.6540454238843,ship.9,Ship has loaded 25 batteries from Rotterdam
2999.6540454238843,Rotterdam,Rotterdam has 126 batteries left.
3000.4627953935774,ship.12,loaded 74 containers as cargo in Duisburg
3001.6734516158867,ship.5,loaded 90 containers as cargo in Rotterdam
3001.7127953935774,ship.12,Ship has loaded 25 batteries from Duisburg
3001.7127953935774,Duisburg,Duisburg has 58 batteries left.
3001.937961598552,ship.4,loaded 51 containers as cargo in Vlissingen
3002.9234516158867,ship.5,Ship has loaded 25 batteries from Rotterdam
3002.9234516158867,Rotterdam,Rotterdam has 145 batteries left.
3003.0801070236494,ship.17,loaded 53 containers as cargo in Antwerp
3003.187961598552,ship.4,Ship has loaded 25 batteries from Vlissingen
3003.187961598552,Vlissingen,Vlissingen has 60 batteries left.
3003.727832713997,ship.26,loaded 78 containers as cargo in Rotterdam
3004.0573055224672,ship.13,loaded 73 containers as cargo in Amsterdam
3004.3301070236494,ship.17,Ship has loaded 25 batteries from Antwerp
3004.3301070236494,Antwerp,Antwerp has 67 batteries left.
3004.977832713997,ship.26,Ship has loaded 25 batteries from Rotterdam
3004.977832713997,Rotterdam,Rotterdam has 120 batteries left.
3005.3073055224672,ship.13,Ship has loaded 25 batteries from Amsterdam
3005.3073055224672,Amsterdam,Amsterdam has 55 batteries left.
3005.5948116590243,ship.20,loaded 87 containers as cargo in Vlissingen
3005.9285202979772,ship.6,loaded 86 containers as cargo in Rotterdam
3006.169687942045,ship.7,loaded 96 containers as cargo in Duisburg
3006.8448116590243,ship.20,Ship has loaded 25 batteries from Vlissingen
3006.8448116590243,Vlissingen,Vlissingen has 35 batteries left.
3007.1785202979772,ship.6,Ship has loaded 25 batteries from Rotterdam
3007.1785202979772,Rotterdam,Rotterdam has 95 batteries left.
3007.419687942045,ship.7,Ship has loaded 25 batteries from Duisburg
3007.419687942045,Duisburg,Duisburg has 65 batteries left.
3008.6995812325204,ship.10,loaded 98 containers as cargo in Amsterdam
3008.9214829770362,ship.23,loaded 81 containers as cargo in Duisburg
3009.9495812325204,ship.10,Ship has loaded 25 batteries from Amsterdam
3009.9495812325204,Amsterdam,Amsterdam has 30 batteries left.
3010.1714829770362,ship.23,Ship has loaded 25 batteries from Duisburg
3010.1714829770362,Duisburg,Duisburg has 40 batteries left.
3010.776861119207,ship.19,loaded 79 containers as cargo in Moerdijk
3012.026861119207,ship.19,Ship has loaded 25 batteries from Moerdijk
3012.026861119207,Moerdijk,Moerdijk has 40 batteries left.
3012.071829741054,ship.25,loaded 76 containers as cargo in Antwerp
3013.321829741054,ship.25,Ship has loaded 25 batteries from Antwerp
3013.321829741054,Antwerp,Antwerp has 67 batteries left.
3017.7064915777396,ship.15,loaded 80 containers as cargo in Sittard
3018.462691293722,ship.11,loaded 64 containers as cargo in Rotterdam
3018.9564915777396,ship.15,Ship has loaded 25 batteries from Sittard
3018.9564915777396,Sittard,Sittard has 80 batteries left.
3019.296136900538,ship.22,loaded 58 containers as cargo in Antwerp
3019.712691293722,ship.11,Ship has loaded 25 batteries from Rotterdam
3019.712691293722,Rotterdam,Rotterdam has 126 batteries left.
3019.7634403569828,ship.17,loaded 84 containers as cargo in Rotterdam
3019.9171093791233,ship.3,loaded 71 containers as cargo in Delfzijl
3020.546136900538,ship.22,Ship has loaded 25 batteries from Antwerp
3020.546136900538,Antwerp,Antwerp has 89 batteries left.
3021.0134403569828,ship.17,Ship has loaded 25 batteries from Rotterdam
3021.0134403569828,Rotterdam,Rotterdam has 119 batteries left.
3021.1671093791233,ship.3,Ship has loaded 25 batteries from Delfzijl
3021.1671093791233,Delfzijl,Delfzijl has 80 batteries left.
3022.2196879420453,ship.7,loaded 59 containers as cargo in Cologne
3023.344995395599,ship.24,loaded 88 containers as cargo in Duisburg
3023.4696879420453,ship.7,Ship has loaded 25 batteries from Cologne
3023.4696879420453,Cologne,Cologne has 64 batteries left.
3023.5199200230227,ship.29,loaded 98 containers as cargo in Vlissingen
3023.545450185731,ship.0,loaded 59 containers as cargo in Rotterdam
3024.594995395599,ship.24,Ship has loaded 25 batteries from Duisburg
3024.594995395599,Duisburg,Duisburg has 65 batteries left.
3024.661853631311,ship.6,loaded 92 containers as cargo in Antwerp
3024.7699200230227,ship.29,Ship has loaded 25 batteries from Vlissingen
3024.7699200230227,Vlissingen,Vlissingen has 60 batteries left.
3024.795450185731,ship.0,Ship has loaded 25 batteries from Rotterdam
3024.795450185731,Rotterdam,Rotterdam has 126 batteries left.
3025.0207120905507,ship.9,loaded 99 containers as cargo in Duisburg
3025.2687208484417,ship.27,loaded 88 containers as cargo in Strasbourg
3025.609460688955,ship.14,loaded 97 containers as cargo in Mannheim
3025.911853631311,ship.6,Ship has loaded 25 batteries from Antwerp
3025.911853631311,Antwerp,Antwerp has 86 batteries left.
3025.9995812325205,ship.10,loaded 98 containers as cargo in Rotterdam
3026.2707120905507,ship.9,Ship has loaded 25 batteries from Duisburg
3026.2707120905507,Duisburg,Duisburg has 40 batteries left.
3026.5187208484417,ship.27,Ship has loaded 25 batteries from Strasbourg
3026.5187208484417,Strasbourg,Strasbourg has 71 batteries left.
3026.859460688955,ship.14,Ship has loaded 25 batteries from Mannheim
3026.859460688955,Mannheim,Mannheim has 28 batteries left.
3027.2495812325205,ship.10,Ship has loaded 25 batteries from Rotterdam
3027.2495812325205,Rotterdam,Rotterdam has 101 batteries left.
3027.588496407721,ship.25,loaded 91 containers as cargo in Vlissingen
3028.838496407721,ship.25,Ship has loaded 25 batteries from Vlissingen
3028.838496407721,Vlissingen,Vlissingen has 35 batteries left.
3029.1406388558007,ship.13,loaded 96 containers as cargo in Antwerp
3030.3906388558007,ship.13,Ship has loaded 25 batteries from Antwerp
3030.3906388558007,Antwerp,Antwerp has 61 batteries left.
3031.3712949318856,ship.4,loaded 73 containers as cargo in Duisburg
3032.6212949318856,ship.4,Ship has loaded 25 batteries from Duisburg
3032.6212949318856,Duisburg,Duisburg has 65 batteries left.
3033.3793919047685,ship.28,loaded 85 containers as cargo in Karlsruhe
3034.6293919047685,ship.28,Ship has loaded 25 batteries from Karlsruhe
3034.6293919047685,Karlsruhe,Karlsruhe has 46 batteries left.
3035.201838399221,ship.2,loaded 71 containers as cargo in Rotterdam
3035.9768611192067,ship.19,loaded 95 containers as cargo in Duisburg
3036.451838399221,ship.2,Ship has loaded 25 batteries from Rotterdam
3036.451838399221,Rotterdam,Rotterdam has 101 batteries left.
3037.2268611192067,ship.19,Ship has loaded 25 batteries from Duisburg
3037.2268611192067,Duisburg,Duisburg has 40 batteries left.
3037.395450185731,ship.0,loaded 68 containers as cargo in Amsterdam
3038.645450185731,ship.0,Ship has loaded 25 batteries from Amsterdam
3038.645450185731,Amsterdam,Amsterdam has 30 batteries left.
3039.2420837207574,ship.1,loaded 99 containers as cargo in Paris
3039.853259734322,ship.21,loaded 90 containers as cargo in Antwerp
3040.4920837207574,ship.1,Ship has loaded 25 batteries from Paris
3040.4920837207574,Paris,Paris has 60 batteries left.
3041.103259734322,ship.21,Ship has loaded 25 batteries from Antwerp
3041.103259734322,Antwerp,Antwerp has 89 batteries left.
3042.4293579603886,ship.11,loaded 68 containers as cargo in Liege
3043.6793579603886,ship.11,Ship has loaded 25 batteries from Liege
3043.6793579603886,Liege,Liege has 79 batteries left.
3044.0865866896897,ship.29,loaded 58 containers as cargo in Rotterdam
3045.3365866896897,ship.29,Ship has loaded 25 batteries from Rotterdam
3045.3365866896897,Rotterdam,Rotterdam has 122 batteries left.
3045.5329145658543,ship.10,loaded 96 containers as cargo in Antwerp
3046.7829145658543,ship.10,Ship has loaded 25 batteries from Antwerp
3046.7829145658543,Antwerp,Antwerp has 64 batteries left.
3048.241301179808,ship.8,loaded 64 containers as cargo in Dordrecht
3048.446136900538,ship.22,loaded 75 containers as cargo in Duisburg
3049.005163074388,ship.25,loaded 82 containers as cargo in Rotterdam
3049.491301179808,ship.8,Ship has loaded 25 batteries from Dordrecht
3049.491301179808,Dordrecht,Dordrecht has 52 batteries left.
3049.601838399221,ship.2,loaded 67 containers as cargo in Amsterdam
3049.696136900538,ship.22,Ship has loaded 25 batteries from Duisburg
3049.696136900538,Duisburg,Duisburg has 40 batteries left.
3050.255163074388,ship.25,Ship has loaded 25 batteries from Rotterdam
3050.255163074388,Rotterdam,Rotterdam has 97 batteries left.
3050.851838399221,ship.2,Ship has loaded 25 batteries from Amsterdam
3050.851838399221,Amsterdam,Amsterdam has 55 batteries left.
3051.619687942045,ship.7,loaded 95 containers as cargo in Amsterdam
3052.011166047331,ship.26,loaded 51 containers as cargo in Paris
3052.869687942045,ship.7,Ship has loaded 25 batteries from Amsterdam
3052.869687942045,Amsterdam,Amsterdam has 30 batteries left.
3052.93377604579,ship.3,loaded 58 containers as cargo in Antwerp
3053.261166047331,ship.26,Ship has loaded 25 batteries from Paris
3053.261166047331,Paris,Paris has 60 batteries left.
3053.944995395599,ship.24,loaded 74 containers as cargo in Antwerp
3054.18377604579,ship.3,Ship has loaded 25 batteries from Antwerp
3054.18377604579,Antwerp,Antwerp has 92 batteries left.
3055.194995395599,ship.24,Ship has loaded 25 batteries from Antwerp
3055.194995395599,Antwerp,Antwerp has 67 batteries left.
3063.2162478991877,ship.10,loaded 93 containers as cargo in Moerdijk
3063.2935277858733,ship.19,loaded 88 containers as cargo in Rotterdam
3063.357967846475,ship.8,loaded 91 containers as cargo in Antwerp
3063.7853875151086,ship.27,loaded 71 containers as cargo in Cologne
3063.8064915777395,ship.15,loaded 92 containers as cargo in Paris
3064.320712090551,ship.9,loaded 61 containers as cargo in Karlsruhe
3064.4662478991877,ship.10,Ship has loaded 25 batteries from Moerdijk
3064.4662478991877,Moerdijk,Moerdijk has 40 batteries left.
3064.4926823475853,ship.18,loaded 64 containers as cargo in Strasbourg
3064.5435277858733,ship.19,Ship has loaded 25 batteries from Rotterdam
3064.5435277858733,Rotterdam,Rotterdam has 151 batteries left.
3064.607967846475,ship.8,Ship has loaded 25 batteries from Antwerp
3064.607967846475,Antwerp,Antwerp has 67 batteries left.
3065.0353875151086,ship.27,Ship has loaded 25 batteries from Cologne
3065.0353875151086,Cologne,Cologne has 64 batteries left.
3065.0564915777395,ship.15,Ship has loaded 25 batteries from Paris
3065.0564915777395,Paris,Paris has 60 batteries left.
3065.1518383992207,ship.2,loaded 94 containers as cargo in Rotterdam
3065.570712090551,ship.9,Ship has loaded 25 batteries from Karlsruhe
3065.570712090551,Karlsruhe,Karlsruhe has 46 batteries left.
3065.7426823475853,ship.18,Ship has loaded 25 batteries from Strasbourg
3065.7426823475853,Strasbourg,Strasbourg has 65 batteries left.
3065.7960246270554,ship.11,loaded 52 containers as cargo in Rotterdam
3066.4018383992207,ship.2,Ship has loaded 25 batteries from Rotterdam
3066.4018383992207,Rotterdam,Rotterdam has 126 batteries left.
3067.0460246270554,ship.11,Ship has loaded 25 batteries from Rotterdam
3067.0460246270554,Rotterdam,Rotterdam has 101 batteries left.
3071.561662062266,ship.24,loaded 83 containers as cargo in Louviere
3072.377465820388,ship.12,loaded 77 containers as cargo in Antwerp
3072.811662062266,ship.24,Ship has loaded 25 batteries from Louviere
3072.811662062266,Louviere,Louviere has 55 batteries left.
3073.130107023649,ship.17,loaded 72 containers as cargo in Karlsruhe
3073.593576974916,ship.20,loaded 82 containers as cargo in Amsterdam
3073.627465820388,ship.12,Ship has loaded 25 batteries from Antwerp
3073.627465820388,Antwerp,Antwerp has 67 batteries left.
3074.380107023649,ship.17,Ship has loaded 25 batteries from Karlsruhe
3074.380107023649,Karlsruhe,Karlsruhe has 44 batteries left.
3074.843576974916,ship.20,Ship has loaded 25 batteries from Amsterdam
3074.843576974916,Amsterdam,Amsterdam has 55 batteries left.
3076.8171093791234,ship.3,loaded 87 containers as cargo in Amsterdam
3078.0671093791234,ship.3,Ship has loaded 25 batteries from Amsterdam
3078.0671093791234,Amsterdam,Amsterdam has 30 batteries left.
3082.440638855801,ship.13,loaded 64 containers as cargo in Ludwigshafen
3083.690638855801,ship.13,Ship has loaded 25 batteries from Ludwigshafen
3083.690638855801,Ludwigshafen,Ludwigshafen has 22 batteries left.
3083.690638855801,Ludwigshafen,"Warning activated in Ludwigshafen, only 22 batteries left"
3085.7412181347604,Ludwigshafen,"Warning deactivated in Ludwigshafen, 49 batteries available"
3087.796773690316,ship.17,loaded 66 containers as cargo in Ludwigshafen
3087.846058571435,ship.28,loaded 93 containers as cargo in Rotterdam
3088.2709987538333,ship.6,loaded 68 containers as cargo in Rotterdam
3088.735662397941,ship.5,loaded 97 containers as cargo in Cologne
3089.046773690316,ship.17,Ship has loaded 25 batteries from Ludwigshafen
3089.046773690316,Ludwigshafen,Ludwigshafen has 33 batteries left.
3089.096058571435,ship.28,Ship has loaded 25 batteries from Rotterdam
3089.096058571435,Rotterdam,Rotterdam has 126 batteries left.
3089.5209987538333,ship.6,Ship has loaded 25 batteries from Rotterdam
3089.5209987538333,Rotterdam,Rotterdam has 101 batteries left.
